id,title,description,category,image_url,image_index,source_url,local_path
0001,ARTISANAL,CALL US:+922 137 170 445,unstitched,https://www.junaidjamshed.com/cdn/shop/files/1_4.jpg?v=1777190894&width=400,0,https://www.junaidjamshed.com/collections/womens-featured-collection-artisanal-jewellery,output/images/unstitched/0001_artisanal.jpg
0002,ESSENTIALS,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/1_1.jpg?v=1777190894&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0002_essentials.jpg
0003,LUXE,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/1_2.jpg?v=1777190894&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0003_luxe.jpg
0004,SIGNATURE,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/1_3.jpg?v=1777190894&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0004_signature.jpg
0005,CAST & CREW,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/cc2_1a14e1a8-12bd-4367-8750-147427828c7e.jpg?v=1777264162&width=400,0,https://www.junaidjamshed.com/collections/cast-and-crew,output/images/unstitched/0005_cast-crew.jpg
0006,CO-ORD SETS,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/coord_men_b3e4bf70-fdb6-44f3-ab64-034bed2fecff.jpg?v=1777264115&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0006_co-ord-sets.jpg
0007,SUMMER COOL,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/summer_cool_d8032c9c-9c36-471a-b537-42cf9015b4cb.jpg?v=1777264115&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0007_summer-cool.jpg
0008,LATHA,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/LATHA_af8c56f7-fba6-4c4d-9993-59ea67ae3a56.jpg?v=1777264115&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0008_latha.jpg
0009,FRAGRANCES,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/purple-serenity.jpg?v=1777557484&width=400,0,https://www.junaidjamshed.com/collections/fragrances/products/purple-serenity,output/images/unstitched/0009_fragrances.jpg
0010,MAKEUP,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/foundation.jpg?v=1777205051&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0010_makeup.jpg
0011,SKINCARE,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/toner_07ed46cd-638d-453f-b49b-9c7b6faa2deb.jpg?v=1777206257&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0011_skincare.jpg
0012,KID BOYS,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/KID_GIRLS_bde4a301-b103-4046-afaf-1baccfb62407.jpg?v=1777274150&width=400,0,https://www.junaidjamshed.com/collections/boys-girls-kids-boys,output/images/unstitched/0012_kid-boys.jpg
0013,INFANT,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/INFANTS-2_a47f8264-912a-4530-946f-9394d49cdf18.jpg?v=1777274047&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0013_infant.jpg
0014,TEEN GIRLS,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/TEENGIRLS2_c5cdb6a6-be27-4697-9c19-deac406edc41.jpg?v=1777274073&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0014_teen-girls.jpg
0015,TEEN BOYS,,unstitched,https://www.junaidjamshed.com/cdn/shop/files/TEEN_BOYS1_a94642e6-c408-4cdf-8c33-ca8849c6dc85.jpg?v=1777274097&width=400,0,https://www.junaidjamshed.com/collections/mens-unstitched,output/images/unstitched/0015_teen-boys.jpg
0016,Add to Wishlist,Charge Code,unstitched,https://www.junaidjamshed.com/cdn/shop/files/jjms-3002_cream_3__1_1_1f727b54-3dee-420a-9970-c12692c98096.jpg?v=1777087490&width=880,0,https://www.junaidjamshed.com/collections/mens-unstitched/products/cream-boski-unstitched-fabric-jjms3002r70,output/images/unstitched/0016_add-to-wishlist.jpg
0017,Add to Wishlist,Charge Code,unstitched,https://cdn.shopify.com/s/files/1/0702/2487/1584/files/ATC-icon-new.svg,0,https://www.junaidjamshed.com/collections/mens-unstitched,
